Time,Game,Author,Text,Label
2026-06-18T18:35:45.149817+00:00,CSGO,@KIoakk,Molodoy peaked too early in his career,0
2026-06-18T18:35:45.177021+00:00,CSGO,@nolaider,nice try,0
2026-06-18T18:35:45.253456+00:00,CSGO,@AntiPasikat,furia only winning bomb detonations,1
2026-06-18T18:35:45.359083+00:00,CSGO,@JoseLeonardoMP,how is Furia a top 10 team,1
2026-06-18T18:35:45.490254+00:00,CSGO,@rajeshkannan_s,bad player yurrih always throwing,1
2026-06-18T18:35:45.597972+00:00,CSGO,@leroySane-b3x,FURIA 0 MAJOR CONTINUE,1
2026-06-18T18:35:46.800671+00:00,CSGO,@MRHlnaa,sniper rifle diff 0 logic,1
2026-06-18T18:35:47.193241+00:00,CSGO,@dannyarcher2458,amazing,0
2026-06-18T18:35:47.697882+00:00,CSGO,@andyting6094,stop walling 9z bros,0
2026-06-18T18:35:47.883863+00:00,CSGO,@Klets078,We soo back,0
2026-06-18T18:35:48.189831+00:00,CSGO,@huaweigg2,good game,0
2026-06-18T18:35:50.386742+00:00,CSGO,@colesunwood1656,imagine almost losing that,0
2026-06-18T18:35:50.5174+00:00,CSGO,@GH_O3T,hell no aint no way,0
2026-06-18T18:35:50.631229+00:00,CSGO,@ghty-kw7hm,100 ms off laughing,1
2026-06-18T18:35:51.086437+00:00,CSGO,@zanzippe,milisec wow,0
2026-06-18T18:35:51.170021+00:00,CSGO,@hondraitin,nice,0
2026-06-18T18:35:51.591299+00:00,CSGO,@youngstrokerthebodysnatcher123,Luckiest team ever and still such losers xd,1
2026-06-18T18:35:51.954127+00:00,CSGO,@istudy7097,We wipe our ahh with the Brazil flag,1
2026-06-18T18:35:52.258553+00:00,CSGO,@akrapovicgaming,SOMETHING OFF in this event i swear.,0
2026-06-18T18:35:52.924598+00:00,CSGO,@deso9384,HAHAH FALLEN #,0
2026-06-18T18:35:53.280729+00:00,CSGO,@NwSup,wtf I'm watching,0
2026-06-18T18:35:53.823201+00:00,CSGO,@GTAonlineistrash,why does molodoy always peek walking?,0
2026-06-18T18:35:53.989828+00:00,CSGO,@prithvidiamond1,I think that makes up for the unlucky from the disconnect,0
2026-06-18T18:35:54.933393+00:00,CSGO,@okk624,so betboom is out?,0
2026-06-18T18:35:55.536972+00:00,CSGO,@vyvar,ahahahahahaaha bad players,0
2026-06-18T18:35:55.593666+00:00,CSGO,@calmknowledgee,No shame losers,1
2026-06-18T18:35:57.223927+00:00,CSGO,@BenjaminIbale,FYM nice try THEY LOST,0
2026-06-18T18:35:57.907143+00:00,CSGO,@fahminurarifin1776,MOLODOOY WAKE UPP I BET MY MONEY ON YOUU!!,0
2026-06-18T18:35:58.766451+00:00,CSGO,@Garaaatotile,MAX RIDING IN BIKE,0
2026-06-18T18:36:02.09407+00:00,CSGO,@tifxvm,bomb saving furia,0
2026-06-18T18:36:02.163829+00:00,CSGO,@musicexlocegamer10,this is fucking bug fucking broken game,1
2026-06-18T18:36:02.379543+00:00,CSGO,@ilikeclippping,lucky not even skill dude,0
2026-06-18T18:36:02.532609+00:00,CSGO,@bphooo,?? that was defused WTF,0
2026-06-18T18:36:02.841681+00:00,CSGO,@mohsen.frozen,furia gonna comeback,0
2026-06-18T18:36:03.616797+00:00,CSGO,@mirjongulyamov7387,lucky furia,0
2026-06-18T18:36:03.667664+00:00,CSGO,@mv1269,wtf is going on yall??,0
2026-06-18T18:36:03.695812+00:00,CSGO,@Angel-ek9lq,good game,0
2026-06-18T18:36:04.21008+00:00,CSGO,@deliciosogms,furia just lucky laughing,0
2026-06-18T18:36:04.935172+00:00,CSGO,@AuggieUS,Better to be lucky than good,0
2026-06-18T18:36:04.975727+00:00,CSGO,@LuisCarlos-bf7rg,"AND NO REPLAY THE ROUND, 9Z FUCKING BOTS, ALWAYS ROBBING LIKES ARGENTINIANS",1
2026-06-18T18:36:05.185455+00:00,CSGO,@funk3ylive,this is the ugliest game of cs I've seen in a long while,1
2026-06-18T18:36:05.377961+00:00,CSGO,@Szymeeex,HOLY LUCK,0
2026-06-18T18:36:05.435193+00:00,CSGO,@hanskohl293,brazilian fans are the worst cant lose with grace,1
2026-06-18T18:36:05.638752+00:00,CSGO,@drakolis8908,WHAT ARE THESE SOUND EFFECTS,0
2026-06-18T18:36:06.627736+00:00,CSGO,@XineFF-ni1qy,they have so much lucky they cant defend a post plant,0
2026-06-18T18:36:06.902088+00:00,CSGO,@ivel17,SAMSUNG NOTIFICATION laughing,0
2026-06-18T18:36:07.006866+00:00,CSGO,@jericbalingit6772,"why giving molodoy the ak, he's not even a rifler",0
2026-06-18T18:36:09.349818+00:00,CSGO,@lenhatminh9696,Is 9z stoopid?,1
2026-06-18T18:36:10.684791+00:00,CSGO,@gambrinusss,returded chat shaking my head my head,0
2026-06-18T18:36:12.645309+00:00,CSGO,@yigirmabir21,KICK MOLODOY PLS,1
2026-06-18T18:36:13.915208+00:00,CSGO,@izstaa,wtf script,0
2026-06-18T18:36:14.024648+00:00,CSGO,@3b00dd0,furia lucky in this map i swear to god 9z deserve qual more than furia,0
2026-06-18T18:36:14.338181+00:00,CSGO,@SwissAndShoutVODS,Does anyone else find it weird just how aware 9Z are? it's incredible,0
2026-06-18T18:36:16.175058+00:00,CSGO,@Magatsumii,Moldy boy just sucks at the sniper rifle,1
2026-06-18T18:36:16.714231+00:00,CSGO,@Edward-wk3qh,not finished the kit?,0
2026-06-18T18:36:18.029373+00:00,CSGO,@windyy2011,fallen bad player 0 kills,1
2026-06-18T18:36:18.16099+00:00,CSGO,@yung.1997,fallen 0 kill,0
2026-06-18T18:36:18.394305+00:00,CSGO,@crowkinn7619,9z better than spirit right now,0
2026-06-18T18:36:20.048796+00:00,CSGO,@artudty,VAMOSS 9z AQUI MEXICO APOLLANDO!!,0
2026-06-18T18:36:21.811778+00:00,CSGO,@leonardoj912,bad player,1
2026-06-18T18:36:22.268429+00:00,CSGO,@touhoufan-vo1mk,wow 9z are chill very,0
2026-06-18T18:36:23.675945+00:00,CSGO,@Carsn-dz1si,9z fantastic game:face-fuchsia-tongue-out:,0
2026-06-18T18:36:24.360828+00:00,CSGO,@GetTheLectric,furia is lucky if they get 10 rounds,0
2026-06-18T18:36:24.955178+00:00,CSGO,@沈傑-h1m,FALLEN 0 9,0
2026-06-18T18:36:25.147645+00:00,CSGO,@Beckfastt,Fallen 0-9 so good,0
2026-06-18T18:36:25.546519+00:00,CSGO,@lIlIIIIIIIlI,What's this laughing,0
2026-06-18T18:36:26.381979+00:00,CSGO,@leroySane-b3x,FURIA 0 MAJOR CONTINUE,0
2026-06-18T18:36:27.110719+00:00,CSGO,@BonyaBardo,very slow to take site 9z,0
2026-06-18T18:36:28.012328+00:00,CSGO,@duynamlevu6145,09 fallen,0
2026-06-18T18:36:28.07105+00:00,CSGO,@bobzombie2710,DGT RADAR STARING AGAIN,0
2026-06-18T18:36:28.135247+00:00,CSGO,@mobilexxx2327,fallen 0-9??,0
2026-06-18T18:36:28.651427+00:00,CSGO,@RidzPlays-88,Cocky molodog,0
2026-06-18T18:36:30.232437+00:00,CSGO,@dixe7288,FALLEN MIGHT BET ON 9Z,0
2026-06-18T18:36:30.398272+00:00,CSGO,@samucazero,9Z WILL WIN!!,0
2026-06-18T18:36:30.998534+00:00,CSGO,@ImReflexess,YOU GOTTA BODYBLOCK QUICKER,0
2026-06-18T18:36:31.911925+00:00,CSGO,@ryueN-Dono,good game aurora win major,0
2026-06-18T18:36:32.002751+00:00,CSGO,@cryptoguy1870,being lucky is better than cheating,0
2026-06-18T18:36:32.156626+00:00,CSGO,@ChemssouBoussada,They only won this round by luck.,0
2026-06-18T18:36:32.869236+00:00,CSGO,@suskacyka,If my pickems are wrong about 9z then furia better atleast win the damn thing,0
2026-06-18T18:36:33.183579+00:00,CSGO,@rvs_02,NERF TEC 9,0
2026-06-18T18:36:34.047693+00:00,CSGO,@anonymousaccount9694,[USER] nice try means nice try so ofc they lost it wouldn't be a try if they won,0
2026-06-18T18:36:34.098169+00:00,CSGO,@undertow4953,Fallen 0 9,0
2026-06-18T18:36:36.170953+00:00,CSGO,@DaddyPov,Furia VACaction time,0
2026-06-18T18:36:36.380927+00:00,CSGO,@rabeerajput1343,someone give kscrato a pillow and blanket plz,0
2026-06-18T18:36:36.816966+00:00,CSGO,@NyiHtutKoKo-p8l,Furia so lucky,0
2026-06-18T18:36:36.93867+00:00,CSGO,@AuggieUS,0-9,0
2026-06-18T18:36:38.726318+00:00,CSGO,@mohsen.frozen,12 6 furia,0
2026-06-18T18:36:39.388084+00:00,CSGO,@doctorchromosome7982,fallen retire,0
2026-06-18T18:36:39.504663+00:00,CSGO,@ronhernandez8857,fallen planning his retirement,0
2026-06-18T18:36:39.742585+00:00,CSGO,@goldenjoe1676,[USER] You literally named your account after the worst Paradox game. Please remove yourself from chat,1
2026-06-18T18:36:40.043453+00:00,CSGO,@vladyushka-r1t,fallen locking in??,0
2026-06-18T18:36:40.594411+00:00,CSGO,@skyzorMOViES,Furia come on,0
2026-06-18T18:36:40.993743+00:00,CSGO,@Szymeeex,FALLEN 0 9 😮‍💨😮‍💨,0
2026-06-18T18:36:43.257608+00:00,CSGO,@musicexlocegamer10,man they defused that bs bomb,0
2026-06-18T18:36:43.726242+00:00,CSGO,@luxiie-_-9300,WTF IS THIS STREAM QUALITY,0
2026-06-18T18:36:45.090333+00:00,CSGO,@komura-d3m,like bomble,0
2026-06-18T18:36:45.645551+00:00,CSGO,@J3WP33T4H,fallen throwing for gloves,0
2026-06-18T18:36:46.184825+00:00,CSGO,@emirrr05,aurora -9z 🔥🔥,0
2026-06-18T18:36:46.300766+00:00,CSGO,@maksim22211,this meyern wtf hes okay?? plus push a main check clear going mid meyern still a main watched whhahahahahah hes very stupid bad player aim low iq low shoot low tier3 awper,1
2026-06-18T18:36:46.779681+00:00,CSGO,@nukieeee,9z VAMOSS,0
2026-06-18T18:36:47.294176+00:00,CSGO,@yolpe4297,300$ on 9z FOR 900$ ALWAYS BET ON MAX,0
2026-06-18T18:36:49.899964+00:00,CSGO,@MRHlnaa,Meyern game logic 0 noob,1
2026-06-18T18:36:50.441137+00:00,CSGO,@kientuongly5914,Omfg stop pushing A,0
2026-06-18T18:36:53.433418+00:00,CSGO,@YÓUṢEF-23-f10,fallen like bobmple,0
2026-06-18T18:36:54.291422+00:00,CSGO,@Faizlam,never heard team 9z so dope ..why never show up before:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,0
2026-06-18T18:36:55.708929+00:00,CSGO,@omarabukharoob9313,He took a second to find the bomb but it cost them the round,0
2026-06-18T18:36:56.722603+00:00,CSGO,@JoaoLucas-kk5yp,Dude its a shame what esl did,1
2026-06-18T18:36:58.902576+00:00,CSGO,@Nestomac,fallen is washed sadly,0
2026-06-18T18:37:01.072001+00:00,CSGO,@TheSphee131,HOLY FURIA LUCK,0
2026-06-18T18:37:01.36655+00:00,CSGO,@kalajan87,is this best of one?¿,0
2026-06-18T18:37:01.418659+00:00,CSGO,@AlexisYarangaQ,FALLEN 0-9 FALLEN 0-9 FALLEN 0-9 FALLEN 0-9,0
2026-06-18T18:37:04.637591+00:00,CSGO,@okk624,cmon kacerato wake up its the major,0
2026-06-18T18:37:04.70045+00:00,CSGO,@VolzoSFS,BOTFURIA CANT LET FALLEN RETIRE,0
2026-06-18T18:37:08.736022+00:00,CSGO,@mr_meoooz,WTF SMOKE,0
2026-06-18T18:37:09.11596+00:00,CSGO,@crowkinn7619,9z FALLEN,0
2026-06-18T18:37:10.684136+00:00,CSGO,@沈傑-h1m,always 4v5,0
2026-06-18T18:37:13.927807+00:00,CSGO,@strangelyoriginal,fallen making me feel about the times I go 0-9,0
2026-06-18T18:37:14.15249+00:00,CSGO,@999X-9-z7p,today we had already seen 0-13 so nothing surprising:face-blue-smiling:,0
2026-06-18T18:37:14.898169+00:00,CSGO,@waynejones8349,go 9z,0
2026-06-18T18:37:15.069996+00:00,CSGO,@MikAs0o,why are they splitting,0
2026-06-18T18:37:16.685175+00:00,CSGO,@HexdaHeresiarch,Fallen putting up Kristou level stats,0
2026-06-18T18:37:16.897463+00:00,CSGO,@SuiSidee,"9z won't win this cause a team with a guy called ""meyern"" can't win with furia, c'mon",0
2026-06-18T18:37:17.734188+00:00,CSGO,@europauniversalisfour,[USER] least angry dota player. bro im just here to enjoy cs and you wanna yap about the most random stuff. just enjoy the game buddy,0
2026-06-18T18:37:17.797648+00:00,CSGO,@MRUnknown963,Molobot did not check,0
2026-06-18T18:37:17.813921+00:00,CSGO,@DrizzleGT,Fallen 0-9 ??,0
2026-06-18T18:37:17.946314+00:00,CSGO,@MiMiyo89,This is pathetic,0
2026-06-18T18:37:19.236003+00:00,CSGO,@JimmyJustJoking,WTF R U DOING FALLEN,0
2026-06-18T18:37:19.449272+00:00,CSGO,@londren,good retirement fallen HAHAHAH 0-9 in quarters of major,0
2026-06-18T18:37:22.964752+00:00,CSGO,@vovelus,fallen is the boombl4 of furia,0
2026-06-18T18:37:25.653739+00:00,CSGO,@doctorchromosome7982,🚨🚨ATTENTION FURIA 🚨FLIGHT 9Z-2-0 TO BOARD IMMEDIATELY 🚨 PLEASE MOVE TO THE TERMINAL,0
2026-06-18T18:37:26.188978+00:00,CSGO,@antoniomadrigal8422,bro good game,0
2026-06-18T18:37:26.800036+00:00,CSGO,@LordBrozart,Gabriel “YTF (Yet To Frag) Fallen” Toledo,0
2026-06-18T18:37:29.244831+00:00,CSGO,@ZanderOberholzer-u4s,Fallen is literally one of the baddest pros right now,0
2026-06-18T18:37:32.010463+00:00,CSGO,@Magatsumii,Fallen got 0 kills😭😭,0
2026-06-18T18:37:35.873658+00:00,CSGO,@ronhernandez8857,i dont mind that 9z is cheating. I mind that esl knows and doesnt do anything about it,1
2026-06-18T18:37:38.656428+00:00,CSGO,@AuggieUS,Fallen fell off long ago,0
2026-06-18T18:37:42.998405+00:00,CSGO,@Lusffyn,bad player > MOLODOY,1
2026-06-18T18:37:43.769056+00:00,CSGO,@FaZeWhiskey,come on furia!,0
2026-06-18T18:37:43.788379+00:00,CSGO,@Nobodyy1453,idiot 9z,1
2026-06-18T18:37:46.587281+00:00,CSGO,@ChemssouBoussada,molody delet the game,0
2026-06-18T18:37:48.098572+00:00,CSGO,@MRUnknown963,Bomble>fallen,0
2026-06-18T18:37:54.310815+00:00,CSGO,@gab0ttos,F Meyern is so bad as awper,1
2026-06-18T18:37:55.248871+00:00,CSGO,@derickuang4480,how did this team reach playoffs laughing,0
2026-06-18T18:37:55.716607+00:00,CSGO,@goldenjoe1676,[USER] Your weird asf. Im just blocking and moving on with life,0
2026-06-18T18:37:57.362811+00:00,CSGO,@DrizzleGT,0 9 Fallen??,0
2026-06-18T18:37:57.502462+00:00,CSGO,@Jaryndis,he got 1 guys,0
2026-06-18T18:37:59.177879+00:00,CSGO,@ifuckS2000,all 4 market? XD,0
2026-06-18T18:37:59.535656+00:00,CSGO,@doctorchromosome7982,FALLEN FIRST KILL,0
2026-06-18T18:38:02.82834+00:00,CSGO,@youtubeislamee,YEKINDAR PLAYING VR,0
2026-06-18T18:38:05.141767+00:00,CSGO,@undertow4953,Omg fallen kill 1,0
2026-06-18T18:38:07.11208+00:00,CSGO,@brunotg03,COME ON,0
2026-06-18T18:38:07.316457+00:00,CSGO,@grifindorrrr,DGT THROW,0
2026-06-18T18:38:07.586701+00:00,CSGO,@markuz3942,L retakers,0
2026-06-18T18:38:10.456034+00:00,CSGO,@zanzippe,why dont check laughing,0
2026-06-18T18:38:12.752465+00:00,CSGO,@Chris05MC,DGT COME ON,0
2026-06-18T18:38:12.771439+00:00,CSGO,@carlosdg746,VAMOO FURIA!,0
2026-06-18T18:38:12.907962+00:00,CSGO,@P-Bean,WOO FALLEN 1 KILL,0
2026-06-18T18:38:13.032215+00:00,CSGO,@cryptoguy1870,loser 9z,1
2026-06-18T18:38:13.633445+00:00,CSGO,@Ramenistheway-s6p,ALL 4 MARKET LMFAO,0
2026-06-18T18:38:13.633614+00:00,CSGO,@musicexlocegamer10,fucking lucky team,0
2026-06-18T18:38:13.835492+00:00,CSGO,@khnh9739,meyern baiter laughing,0
2026-06-18T18:38:13.99218+00:00,CSGO,@tabsen2204,nice tatic fallen,0
2026-06-18T18:38:14.131186+00:00,CSGO,@Beka_cs2,fallenn 1 kill,0
2026-06-18T18:38:14.719465+00:00,CSGO,@mobilexxx2327,W fallen finally,0
2026-06-18T18:38:14.767254+00:00,CSGO,@Milaaan0,1-9 OMG he got 1 kill,0
2026-06-18T18:38:15.799268+00:00,CSGO,@brcslol,come back,0
2026-06-18T18:38:16.129153+00:00,CSGO,@mackinsauce,FUURIA,0
2026-06-18T18:38:16.395083+00:00,CSGO,@j_rryplays8038,Furia easy win good game L 9z,0
2026-06-18T18:38:17.620953+00:00,CSGO,@strangelyoriginal,fallen first kill!!,0
2026-06-18T18:38:17.892886+00:00,CSGO,@eroooooowwwwww,stupid max giggling like that wtf,1
2026-06-18T18:38:19.067532+00:00,CSGO,@colldriff2168,All market retake?? Silver very,0
2026-06-18T18:38:19.882509+00:00,CSGO,@kkop1595,lucky shit furia,1
2026-06-18T18:38:20.073584+00:00,CSGO,@eray7923,you have bench' info wtf,0
2026-06-18T18:38:20.232416+00:00,CSGO,@nenepopo3765,Furia bootss,0
2026-06-18T18:38:20.533433+00:00,CSGO,@jerrythebaum4388,FALLEN GOT A KILL ITS good game NOW,0
2026-06-18T18:38:21.078881+00:00,CSGO,@faintyyyy,AGAIN 9Z ROTATES ARE SO SO SO SO SO SO BAD you should die in shame  losers,1
2026-06-18T18:38:21.167788+00:00,CSGO,@ablyamon1958,Go save fucking bum,0
2026-06-18T18:38:21.457415+00:00,CSGO,@QuangHoàng-r2u,Retake 4 market?,0
2026-06-18T18:38:21.703254+00:00,CSGO,@user-lukeho27,Comeback,0
2026-06-18T18:38:22.205574+00:00,CSGO,@AuggieUS,Breadstick Fallen,0
2026-06-18T18:38:23.16975+00:00,CSGO,@fernandocardemil1247,FURIA GO HOMEE,0
2026-06-18T18:38:23.360758+00:00,CSGO,@lucns7,why pushing?,0
2026-06-18T18:38:23.827265+00:00,CSGO,@anseon133,FALLEN KILL POG,0
2026-06-18T18:38:25.253522+00:00,CSGO,@Kai-x6s3w,Got luck,0
2026-06-18T18:38:25.326643+00:00,CSGO,@ysekdd,furia comeback crazy,0
2026-06-18T18:38:25.341392+00:00,CSGO,@WESTLOS,Molody isnt ready for prime time back to t2,0
2026-06-18T18:38:25.728016+00:00,CSGO,@GoGoGorczyca,HUGE economy round,0
2026-06-18T18:38:26.148479+00:00,CSGO,@caelym,9z missed every shot,0
2026-06-18T18:38:26.256706+00:00,CSGO,@europauniversalisfour,"[USER] i dont understand why youre so mad, good luck in life you need it bro",0
2026-06-18T18:38:26.487352+00:00,CSGO,@ytsyrex1191,Mayern so noob,0
2026-06-18T18:38:27.077054+00:00,CSGO,@teddeluren,CMON FURIAA,0
2026-06-18T18:38:27.178057+00:00,CSGO,@Secrezz,1 9 fallen lesgo,0
2026-06-18T18:38:27.476228+00:00,CSGO,@saiih4te,NICE,0
2026-06-18T18:38:27.792677+00:00,CSGO,@NwSup,OMG fallen 1 kill. he is the best player,0
2026-06-18T18:38:27.840494+00:00,CSGO,@eltigreees,furia needs to lock tf in,0
2026-06-18T18:38:28.208601+00:00,CSGO,@Voodoo-CSGO,Molodoy needs to wake up and Furia will make it.,0
2026-06-18T18:38:28.548637+00:00,CSGO,@alex47_in_downtown18,Keir Starmer's a wanker,0
2026-06-18T18:38:28.740987+00:00,CSGO,@crowkinn7619,9Z CHOKING,0
2026-06-18T18:38:29.733908+00:00,CSGO,@DrizzleGT,Round 9 Fallen 1st KIll 😭😭,0
2026-06-18T18:38:29.798527+00:00,CSGO,@jadecooper9049,flash took too long,0
2026-06-18T18:38:30.037687+00:00,CSGO,@omarabukharoob9313,Throwing 2 rounds in a row,0
2026-06-18T18:38:30.23487+00:00,CSGO,@BenjaminIbale,FYM nice try THEY LOST,0
2026-06-18T18:38:30.798641+00:00,CSGO,@Szymeeex,COMEBACK 🥀🥀🤡,0
2026-06-18T18:38:31.037436+00:00,CSGO,@totalinotabot,Vamos bra71l,0
2026-06-18T18:38:32.753544+00:00,CSGO,@mr_meoooz,1-9 HAHAHA,0
2026-06-18T18:38:33.967501+00:00,CSGO,@Walid-w8z,at least 1 go short,0
2026-06-18T18:38:34.052316+00:00,CSGO,@GTAonlineistrash,disconnect graffiti when volvo,0
2026-06-18T18:38:34.345889+00:00,CSGO,@JerbusCrabbus,this should've been 8-2 lucky bastards,0
2026-06-18T18:38:34.514978+00:00,CSGO,@Flashb4ngO_o,easy CAMPING,0
2026-06-18T18:38:34.627041+00:00,CSGO,@vyvar,FURIA FURIA,0
2026-06-18T18:38:35.062892+00:00,CSGO,@PowerChopper,They'll pay for that overconfidence on the retake,0
2026-06-18T18:38:37.231211+00:00,CSGO,@addyhadmelike655,Put some respect on FALLEN. The best to ever do it,0
2026-06-18T18:38:37.328297+00:00,CSGO,@Coolquake,fallu half kill,0
2026-06-18T18:38:37.724712+00:00,CSGO,@Neverlie67,Furia Are so fucking loser,1
2026-06-18T18:38:39.567115+00:00,CSGO,@hansuponatime5556,FALLEN bad player,1
2026-06-18T18:38:40.413744+00:00,CSGO,@aguateroporderecha,faceit bad player: fallen,1
2026-06-18T18:38:42.128366+00:00,CSGO,@oxydenbrainerztrance8235,lets go FURIA! lets go FURIA!,0
2026-06-18T18:38:42.652957+00:00,CSGO,@risky1704_silencer,easy 4 FURIA,0
2026-06-18T18:38:42.726812+00:00,CSGO,@Nikola-sl6ep,9z fumbling hard not gonna lie,0
2026-06-18T18:38:43.194124+00:00,CSGO,@Faizlam,come on furia wake up !!,0
2026-06-18T18:38:43.766906+00:00,CSGO,@OGFusil,ITS OK FALLEN IS CALLING GOOD IGL,0
2026-06-18T18:38:44.275416+00:00,CSGO,@h.a.z.a.h.a.z.a,[USER] you said it,0
2026-06-18T18:38:44.653733+00:00,CSGO,@Magatsumii,Fallen retire bro😭✌️,0
2026-06-18T18:38:45.346841+00:00,CSGO,@londren,yekindar carrying is fckn joke this team HAHAHAHA,0
2026-06-18T18:38:46.001095+00:00,CSGO,@AruSmile,FURIA easy WIN,0
2026-06-18T18:38:46.959323+00:00,CSGO,@soongalm,LETS GOO FURIAA!!🇰🇿🇰🇿🇧🇷🇧🇷🇱🇻🇱🇻,0
2026-06-18T18:38:48.088259+00:00,CSGO,@j_rryplays8038,SEND 9Z BACK HOME THEY LOST ALREADY,0
2026-06-18T18:38:48.253054+00:00,CSGO,@vedanshdhatra4335,w furia win this one,0
2026-06-18T18:38:48.890039+00:00,CSGO,@bphooo,LETS GO FURIA,0
2026-06-18T18:38:49.081391+00:00,CSGO,@christianhelvie3223,laughing what a waste of equipment furia is winnin this map from that decision,0
2026-06-18T18:38:49.470191+00:00,CSGO,@collierthigpen5886,what girl be yappin so much,0
2026-06-18T18:38:50.420018+00:00,CSGO,@strangelyoriginal,fallen hard carry.,0
2026-06-18T18:38:51.214167+00:00,CSGO,@TieptheTrid,9z dont know how to retake on mirage??,0
2026-06-18T18:38:51.545367+00:00,CSGO,@SaboroniOG,LETS GO FURIA,0
2026-06-18T18:38:52.166227+00:00,CSGO,@tunglekhanh8784,dog dgt,0
2026-06-18T18:38:53.379576+00:00,CSGO,@PopsOldCards,IMAGINE THIS MAP WITHOUT THE CRASH TOO,0
2026-06-18T18:38:53.712919+00:00,CSGO,@badatmusic0,wait cs2 is actually fun,0
2026-06-18T18:38:54.999218+00:00,CSGO,@EEE-e3u4r,"FALLEN: Monitor tuner On guys, dw",0
2026-06-18T18:38:56.518128+00:00,CSGO,@Byokston,Furia soo lucky,0
2026-06-18T18:38:57.239412+00:00,CSGO,@BonyaBardo,9z retake is so bad,0
2026-06-18T18:38:57.969854+00:00,CSGO,@dixe7288,KEEP TRYING FOR YOUR LAST MAJOR FALLEN,0
2026-06-18T18:38:58.413518+00:00,CSGO,@ZanderOberholzer-u4s,Fallen.. retire. Furia is js lucky,0
2026-06-18T18:38:59.051346+00:00,CSGO,@franclquintana6445,furiapls win,0
2026-06-18T18:38:59.458759+00:00,CSGO,@crzorro7592,COACH BIT ??,0
2026-06-18T18:39:00.701812+00:00,CSGO,@Constanta001-m3y,hahaha bit,0
2026-06-18T18:39:00.707302+00:00,CSGO,@ItzSwipy,And you want to see furia in final with their game??🤣🤣,0
2026-06-18T18:39:02.843116+00:00,CSGO,@bossbearfan3056,Why does betboom sponsor Curia,0
2026-06-18T18:39:04.965916+00:00,CSGO,@aldzank5728,3x retake with players advantage and 3x lost hahahahahahhahah,0
2026-06-18T18:39:05.149726+00:00,CSGO,@idris922,Its ct sided furia got this,0
2026-06-18T18:39:05.36304+00:00,CSGO,@mr_meoooz,KICK FALEN,0
2026-06-18T18:39:05.407346+00:00,CSGO,@deliciosogms,furia: lucky cheat activated,0
2026-06-18T18:39:05.464858+00:00,CSGO,@102AlienJim,shit flash laughing,0
2026-06-18T18:39:05.468165+00:00,CSGO,@MrPacomaxie,9z getting nervous now,0
2026-06-18T18:39:05.612036+00:00,CSGO,@geras666x,Its 9throw guys. But neymar is injured,0
2026-06-18T18:39:07.144865+00:00,CSGO,@SamuelSilva-qb1qu,COMEBACK FURIA,0
2026-06-18T18:39:08.242731+00:00,CSGO,@goldenjoe1676,Fallen gotta pull out that Redline,0
2026-06-18T18:39:12.474496+00:00,CSGO,@Max-wf6xy,fking lucky,0
2026-06-18T18:39:14.558554+00:00,CSGO,@Schwazzi,"SAME WITH B00MBL4 BEFORE 0-12, NOW FALLEN NEXT IGL CHOKING xD",0
2026-06-18T18:39:14.952639+00:00,CSGO,@sxbxdxm,HARD TO BE HARD 👈🏻👈🏻👈🏻🤣🤣,0
2026-06-18T18:39:15.365095+00:00,CSGO,@hareEZ_,FRAUDRIA,0
2026-06-18T18:39:15.737116+00:00,CSGO,@OGFusil,I WANT TO SEE OVERPASS,0
2026-06-18T18:39:17.624148+00:00,CSGO,@AruSmile,FURIA MASTERS,0
2026-06-18T18:39:20.196427+00:00,CSGO,@gab0ttos,MEYERN HAS TO BE THE LESS IMPACTFUL AWPER IN THE WORLD,0
2026-06-18T18:39:20.834441+00:00,CSGO,@MartinKostov-w2x,Third map DE_AIRPORT !!,0
2026-06-18T18:39:22.192168+00:00,CSGO,@deso9384,Fallen could go 0:12 and would still be the goat. he won 2 majors a legend of the game,0
2026-06-18T18:39:22.569461+00:00,CSGO,@howhow1688,Coach bit ??,0
2026-06-18T18:39:23.2902+00:00,CSGO,@oxydenbrainerztrance8235,kick mr meooz mmy,0
2026-06-18T18:39:23.643012+00:00,CSGO,@sintaro9250,what the furia coach doing? KEKL,0
2026-06-18T18:39:25.760613+00:00,CSGO,@x_CaLm_x,9z stickers about to go through the roof💀💀 glad I already got mine 💀💀,0
2026-06-18T18:39:27.911032+00:00,CSGO,@AceuRbots,should be 5-5. damn that 1 round,0
2026-06-18T18:39:29.653391+00:00,CSGO,@bezsaubam3251,GO MAP 3,0
2026-06-18T18:39:30.109324+00:00,CSGO,@marxAvll,OT COME ON,0
2026-06-18T18:39:30.577774+00:00,CSGO,@sasirutharuneth7607,Brazil bots,0
2026-06-18T18:39:30.743647+00:00,CSGO,@allgraymc,real score is 5-5,0
2026-06-18T18:39:31.083266+00:00,CSGO,@musicexlocegamer10,this fucking FURIA can't do shit againts other brecket,0
2026-06-18T18:39:31.801092+00:00,CSGO,@Sindelb1z,please map 3,0
2026-06-18T18:39:31.938219+00:00,CSGO,@lIlIIIIIIIlI,Who's ready for GTA VI?,0
